StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-03-04 14:49:42,2024-03-04 14:52:25,IP Address,192.240.59.181,100,163,True,2024-03-04 14:52:26,R_7dipYribEAyn5Bf,,,,,37.8594,-86.0019,anonymous,EN,1,YES,,,0,100,0,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,60c770aa2d2928bfda4c7cd4,-,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,0,3,,,60c770aa2d2928bfda4c7cd4,Against Malaria Foundation
2024-03-04 14:50:19,2024-03-04 14:52:27,IP Address,96.230.93.149,100,128,True,2024-03-04 14:52:28,R_7pQftRjRg8aYe5G,,,,,42.0215,-71.2188,anonymous,EN,0.800000011920929,YES,Donate all to United to Beat Malaria,,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,65369762d18c2ba5bc604afc,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,0,,,,65369762d18c2ba5bc604afc,Against Malaria Foundation
2024-03-04 14:50:27,2024-03-04 14:52:28,IP Address,173.27.185.86,100,121,True,2024-03-04 14:52:29,R_60NN9CCDGhWAlij,,,,,30.4003,-87.0288,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,100,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5e8b89d0afcb1606e761ef7f,-,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,70,,50,,5e8b89d0afcb1606e761ef7f,Against Malaria Foundation
2024-03-04 14:50:36,2024-03-04 14:52:31,IP Address,71.178.18.119,100,115,True,2024-03-04 14:52:32,R_35xVscq3Ve24t8t,,,,,38.6438,-77.3451,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,55,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,Asian,63d69bcc9ac7e2fd85b9ce49,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,,,,,70,,,55,63d69bcc9ac7e2fd85b9ce49,Against Malaria Foundation
2024-03-04 14:49:35,2024-03-04 14:52:34,IP Address,162.210.171.92,100,178,True,2024-03-04 14:52:34,R_5lmANIyrBanla0h,,,,,32.9758,-80.1869,anonymous,EN,1,YES,,,0,100,0,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,562a8b949e2b900012006e88,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,100,100,,,562a8b949e2b900012006e88,Against Malaria Foundation
2024-03-04 14:50:30,2024-03-04 14:52:36,IP Address,170.63.193.196,100,126,True,2024-03-04 14:52:37,R_1gGzY2Xzs9IogRb,,,,,42.2904,-71.0712,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,25,Moderately important,$40 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5ae11f9709eae20001132c22,-,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,59,,55,,5ae11f9709eae20001132c22,Against Malaria Foundation
2024-03-04 14:48:48,2024-03-04 14:52:38,IP Address,76.78.138.57,100,229,True,2024-03-04 14:52:38,R_3QFKuPruGX0Sy0y,,,,,33.4979,-86.8125,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,627ebc31883c7dd7c2220c7e,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,77,80,80,80,627ebc31883c7dd7c2220c7e,Against Malaria Foundation
2024-03-04 14:50:32,2024-03-04 14:52:38,IP Address,47.134.171.251,100,126,True,2024-03-04 14:52:38,R_60ipZVehkwPLBGH,,,,,34.8966,-82.2689,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,50,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,612547f89bad5437aaecfa66,-,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,61,,612547f89bad5437aaecfa66,Against Malaria Foundation
2024-03-04 14:49:39,2024-03-04 14:52:38,IP Address,172.1.65.34,100,178,True,2024-03-04 14:52:39,R_73AQBdo7TYTfWIV,,,,,37.4912,-120.8559,anonymous,EN,1,YES,,,100,0,0,20,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5eced9328405902eef967571,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,65,,70,,5eced9328405902eef967571,Against Malaria Foundation
2024-03-04 14:48:29,2024-03-04 14:52:40,IP Address,70.23.200.46,100,251,True,2024-03-04 14:52:41,R_1YSyxFxS9rMMvPm,,,,,40.6295,-74.0938,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,50,Slightly important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",18-24 years old,Male,,Asian,656239fc8b1bd5f742709eb0,-,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,,,,,,,,,90,,,70,656239fc8b1bd5f742709eb0,Against Malaria Foundation
2024-03-04 14:49:21,2024-03-04 14:52:41,IP Address,68.109.190.182,100,200,True,2024-03-04 14:52:42,R_6c8NUvuKgPbnuil,,,,,31.8269,-111.0755,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,20,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,63092403fcc6e9f47ffa04dc,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,71,,71,,63092403fcc6e9f47ffa04dc,Against Malaria Foundation
2024-03-04 14:48:56,2024-03-04 14:52:41,IP Address,99.131.1.131,100,225,True,2024-03-04 14:52:42,R_6bEM1FRHpOBFRlf,,,,,32.3974,-93.8052,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,25,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,62d59a066ee263bb659aa445,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,100,91,,,62d59a066ee263bb659aa445,Against Malaria Foundation
2024-03-04 14:49:39,2024-03-04 14:52:43,IP Address,172.56.44.153,100,183,True,2024-03-04 14:52:43,R_7oyUPQbfOSFwN4H,,,,,21.3266,-157.8621,anonymous,EN,1,YES,,,40,30,30,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Non-binary / third gender,,"Asian,Native Hawaiian or Other Pacific Islander",6113a1bd2592fc45dff695a2,-,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,83,90,90,90,6113a1bd2592fc45dff695a2,Against Malaria Foundation
2024-03-04 14:48:53,2024-03-04 14:52:43,IP Address,76.134.31.55,100,229,True,2024-03-04 14:52:43,R_3QXTLzpjoYxCPJB,,,,,34.7456,-92.3419,anonymous,EN,1,YES,,,30,35,35,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5c91ab9b47fad40011be8306,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,1,1,1,1,5c91ab9b47fad40011be8306,Against Malaria Foundation
2024-03-04 14:49:29,2024-03-04 14:52:44,IP Address,50.25.158.163,100,195,True,2024-03-04 14:52:45,R_7XCYZuOxDIPs0a5,,,,,35.5891,-77.345,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,10,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,628c2454c8c66010dd87391d,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,60,55,50,628c2454c8c66010dd87391d,Against Malaria Foundation
2024-03-04 14:50:23,2024-03-04 14:52:46,IP Address,64.224.82.193,100,142,True,2024-03-04 14:52:46,R_1uTFgdFaBN516ql,,,,,38.653,-92.7801,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,612bb0cdecc9e45781bbf511,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,80,,612bb0cdecc9e45781bbf511,Against Malaria Foundation
2024-03-04 14:50:39,2024-03-04 14:52:47,IP Address,174.204.128.50,100,127,True,2024-03-04 14:52:47,R_5Q5CCxXnJkABZCm,,,,,40.8596,-73.9316,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,30,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Non-binary / third gender,,White or Caucasian,5ef3a5fff378fa1321125965,-,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,50,70,,,5ef3a5fff378fa1321125965,Against Malaria Foundation
2024-03-04 14:50:09,2024-03-04 14:52:47,IP Address,71.247.35.233,100,158,True,2024-03-04 14:52:47,R_16uDQiEqmdEvrfb,,,,,40.7106,-73.3284,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,25,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,5acb7b0ae1099600016acdd6,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,80,,96,,5acb7b0ae1099600016acdd6,Against Malaria Foundation
2024-03-04 14:50:02,2024-03-04 14:52:51,IP Address,107.12.143.168,100,168,True,2024-03-04 14:52:51,R_5JpQyjae8AClctj,,,,,34.777,-77.3769,anonymous,EN,0.8999999761581421,YES,,Donate all to The Malaria Consortium,,,,50,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Female,,Black or African American,6091ab55ea2e97910519f8e7,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,100,100,,,6091ab55ea2e97910519f8e7,Against Malaria Foundation
2024-03-04 14:50:19,2024-03-04 14:52:53,IP Address,67.181.126.46,100,153,True,2024-03-04 14:52:53,R_1zG6jfo0xtzPNwZ,,,,,38.4272,-121.442,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,63615bb6922c170dc50b434a,-,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,25,28,,,63615bb6922c170dc50b434a,Against Malaria Foundation
2024-03-04 14:49:29,2024-03-04 14:52:54,IP Address,174.18.67.95,100,204,True,2024-03-04 14:52:54,R_5mq3lh45PKHcvSl,,,,,32.213,-110.8279,anonymous,EN,1,YES,,,40,30,30,33,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5efcce586913680d063d7c5f,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,50,0,0,0,5efcce586913680d063d7c5f,Against Malaria Foundation
2024-03-04 14:52:26,2024-03-04 14:52:55,IP Address,73.105.0.212,100,28,True,2024-03-04 14:52:55,R_3tLou6ZtNbhSLlS,,,,,29.7959,-81.2631,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63624e53b014a5fc8b293253,Against Malaria Foundation
2024-03-04 14:49:00,2024-03-04 14:52:55,IP Address,107.217.146.74,100,235,True,2024-03-04 14:52:56,R_6eY6G2d4k9GhRD6,,,,,38.6096,-121.4443,anonymous,EN,1,YES,,,50,50,0,50,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,612039d9400fae9545b3c5a8,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70,70,70,,612039d9400fae9545b3c5a8,Against Malaria Foundation
2024-03-04 14:50:48,2024-03-04 14:52:56,IP Address,204.111.129.91,100,127,True,2024-03-04 14:52:56,R_3FQ7IDo0yPZ6HzQ,,,,,37.2613,-79.9335,anonymous,EN,1,YES,,,33,33,34,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,56cc78e3ccc0e20006b82a7d,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,0,50,50,50,56cc78e3ccc0e20006b82a7d,Against Malaria Foundation
2024-03-04 14:49:36,2024-03-04 14:52:57,IP Address,152.37.132.73,100,200,True,2024-03-04 14:52:57,R_6DZRJmTX4fDlraB,,,,,36.7445,-95.9955,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,20,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,5cb4ba4be73904000194a733,-,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,70,80,,,5cb4ba4be73904000194a733,Against Malaria Foundation
2024-03-04 14:49:55,2024-03-04 14:52:56,IP Address,209.205.157.155,100,181,True,2024-03-04 14:52:57,R_6ZIDdYBOnbNfBe1,,,,,32.4648,-99.7589,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,63d7fb6ee49281f6c41d6630,-,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,77,20,22,23,63d7fb6ee49281f6c41d6630,Against Malaria Foundation
2024-03-04 14:51:15,2024-03-04 14:53:06,IP Address,98.200.105.144,100,111,True,2024-03-04 14:53:06,R_5Oohzy5eQRTR22b,,,,,29.9359,-95.4014,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5d9b6e36adca6b00193f01f3,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,77,73,,,5d9b6e36adca6b00193f01f3,Against Malaria Foundation
2024-03-04 14:50:18,2024-03-04 14:53:15,IP Address,97.128.140.161,100,176,True,2024-03-04 14:53:15,R_6rwhWocy5fxxeLV,,,,,37.0886,-77.9819,anonymous,EN,1,YES,,,0,100,0,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5d28e765ebdfd5000127cfdb,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,83,80,,,5d28e765ebdfd5000127cfdb,Against Malaria Foundation
