StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 16:54:41,2024-04-04 16:56:52,IP Address,96.11.13.98,100,130,True,2024-04-04 16:56:53,R_8vkSZItVvOk5Ksv,,,,,42.9923,-87.9932,anonymous,EN,0.8999999761581421,YES,100,Extremely important,25-34 years old,Male,,White or Caucasian,5ea8fe56a6d1a135a5a442cd,Donate all to United to Beat Malaria,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,93,,89,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5ea8fe56a6d1a135a5a442cd
2024-04-04 16:53:18,2024-04-04 16:56:56,IP Address,32.220.173.135,100,217,True,2024-04-04 16:56:56,R_5il2CXuUBYKSpkV,,,,,41.3962,-72.7809,anonymous,EN,0.8999999761581421,YES,25,Very important,55-64 years old,Male,,White or Caucasian,605d0d00436a36ad0d8d6fa5,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,65,64,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",605d0d00436a36ad0d8d6fa5
2024-04-04 16:53:19,2024-04-04 16:56:57,IP Address,47.230.153.129,100,218,True,2024-04-04 16:56:58,R_3zC8lbE811opTQN,,,,,41.7017,-73.9078,anonymous,EN,1,YES,1,Moderately important,25-34 years old,Male,,Prefer not to say,5b25b16e34ffd00001b43e24,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,43,,47,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5b25b16e34ffd00001b43e24
2024-04-04 16:54:41,2024-04-04 16:56:57,IP Address,67.168.59.68,100,136,True,2024-04-04 16:56:58,R_2xG0Ov28uocGJ6r,,,,,47.6356,-122.3605,anonymous,EN,1,YES,10,Very important,25-34 years old,Female,,White or Caucasian,5e065c9fe78021031a4b1d59,,Split donation equally among both the charities,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,51,50,50,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e065c9fe78021031a4b1d59
2024-04-04 16:54:28,2024-04-04 16:56:59,IP Address,50.29.169.79,100,150,True,2024-04-04 16:56:59,R_2pWY6VhJkulhxD3,,,,,40.986,-75.2436,anonymous,EN,1,YES,40,Very important,35-44 years old,Female,,White or Caucasian,55ce148b34e9060012e56279,,Split donation equally among both the charities,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,21,20,19,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55ce148b34e9060012e56279
2024-04-04 16:52:19,2024-04-04 16:57:09,IP Address,108.64.52.123,100,289,True,2024-04-04 16:57:09,R_2Eb0XD2VAjTBySe,,,,,32.7597,-97.1019,anonymous,EN,0.8999999761581421,YES,10.00,Very important,45-54 years old,Female,,White or Caucasian,5f8b59135303501385e70d35,,,0,100,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,,,,100,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f8b59135303501385e70d35
2024-04-04 16:56:18,2024-04-04 16:57:17,IP Address,129.59.122.30,100,58,True,2024-04-04 16:57:18,R_2JPBwoDDmMSCBfr,,,,,36.1515,-86.792,anonymous,EN,0.8999999761581421,YES,0,Not at all important,18-24 years old,Male,,Asian,5f067c54f05beb1e8392a532,,,,,,,,,,,,,,,,,,,,,5f067c54f05beb1e8392a532
2024-04-04 16:53:10,2024-04-04 16:57:22,IP Address,73.48.7.34,100,251,True,2024-04-04 16:57:22,R_2f1ijCVNzg7yJ9c,,,,,38.8715,-94.7713,anonymous,EN,0.8999999761581421,YES,75,Extremely important,25-34 years old,Male,,White or Caucasian,660ef5cffd20991cd9493c77,,Donate all to United to Beat Malaria,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,100,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660ef5cffd20991cd9493c77
2024-04-04 16:56:56,2024-04-04 16:57:28,IP Address,76.80.31.253,100,32,True,2024-04-04 16:57:29,R_2TdoHr5qJY1y133,,,,,33.9199,-118.2641,anonymous,EN,1,YES,0,Not at all important,35-44 years old,Male,,Asian,5fca97a4b105427256733533,,,,,,,,,,,,,,,,,,,,,5fca97a4b105427256733533
2024-04-04 16:53:25,2024-04-04 16:57:37,IP Address,73.128.23.0,100,251,True,2024-04-04 16:57:37,R_2pXKpf1qhPxOOfn,,,,,38.9893,-77.1586,anonymous,EN,0.8999999761581421,YES,50,Very important,18-24 years old,Female,,Asian,65cc0805496a7fb4d334e1ee,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,70,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cc0805496a7fb4d334e1ee
2024-04-04 16:53:17,2024-04-04 16:57:39,IP Address,70.188.239.123,100,262,True,2024-04-04 16:57:40,R_1BuUHpn3MChR1GF,,,,,30.5179,-87.2253,anonymous,EN,1,YES,5,Extremely important,25-34 years old,Male,,Black or African American,660cda55786e37b1cbb49717,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,29,,13,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660cda55786e37b1cbb49717
2024-04-04 16:55:45,2024-04-04 16:57:45,IP Address,24.178.23.151,100,120,True,2024-04-04 16:57:45,R_3KNOCSXWggttBsZ,,,,,43.1228,-89.3841,anonymous,EN,1,YES,0,Very important,35-44 years old,Female,,White or Caucasian,54e32a60fdf99b3eae9de85b,,,,,,,,,,,,,,,,,,,,,54e32a60fdf99b3eae9de85b
2024-04-04 16:49:41,2024-04-04 16:57:48,IP Address,167.128.81.6,100,487,True,2024-04-04 16:57:49,R_1DVdiRAy65wVXS2,,,,,44.6279,-123.0592,anonymous,EN,0.800000011920929,YES,100,Extremely important,45-54 years old,Female,,Black or African American,5dc4e36b9db53c38f9c4d208,,Split donation equally among both the charities,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5dc4e36b9db53c38f9c4d208
2024-04-04 16:51:56,2024-04-04 16:57:52,IP Address,73.26.146.159,100,356,True,2024-04-04 16:57:53,R_5e5gI7vr6QFqF9F,,,,,35.622,-105.8675,anonymous,EN,1,YES,1,Very important,35-44 years old,Male,,White or Caucasian,65007a0f1351b46827eb74bf,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,58,55,58,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65007a0f1351b46827eb74bf
2024-04-04 16:53:58,2024-04-04 16:57:56,IP Address,71.197.204.89,100,237,True,2024-04-04 16:57:56,R_7es69NB4gtEDnKQ,,,,,47.3066,-122.2619,anonymous,EN,1,YES,25,Moderately important,55-64 years old,Female,,White or Caucasian,5f6a47e882e9cd0e1d6bbb8a,,,100,0,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,73,85,,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",5f6a47e882e9cd0e1d6bbb8a
2024-04-04 16:54:48,2024-04-04 16:57:58,IP Address,172.5.173.88,100,189,True,2024-04-04 16:57:59,R_2OoALwjCwPFmz7z,,,,,33.1177,-96.6791,anonymous,EN,0.8999999761581421,YES,100,Extremely important,25-34 years old,Female,,White or Caucasian,650469046bee6646cfcee2a7,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,65,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",650469046bee6646cfcee2a7
2024-04-04 16:56:18,2024-04-04 16:58:01,IP Address,98.183.8.173,100,102,True,2024-04-04 16:58:02,R_3QEJaexcvXGccVW,,,,,30.4553,-86.6285,anonymous,EN,0.8999999761581421,YES,100,Extremely important,25-34 years old,Female,,White or Caucasian,6602fc7dafcb97aada61bc4c,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,85,89,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6602fc7dafcb97aada61bc4c
2024-04-04 16:55:41,2024-04-04 16:58:09,IP Address,97.120.144.95,100,148,True,2024-04-04 16:58:10,R_7DcCoJEOmCOrzEV,,,,,45.4804,-122.5891,anonymous,EN,1,YES,45,Very important,25-34 years old,Female,,White or Caucasian,5ff88959d8e2f50a685a6f8e,,,50,50,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,34,42,42,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5ff88959d8e2f50a685a6f8e
2024-04-04 16:55:47,2024-04-04 16:58:24,IP Address,73.30.137.175,100,156,True,2024-04-04 16:58:24,R_5h8wKyYKw4Htatb,,,,,39.9002,-75.3528,anonymous,EN,0.8999999761581421,YES,50,Extremely important,35-44 years old,Male,,White or Caucasian,5de92feac16a6b000e8add98,,,50,50,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,95,100,95,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5de92feac16a6b000e8add98
2024-04-04 16:56:13,2024-04-04 16:58:32,IP Address,98.46.1.184,100,139,True,2024-04-04 16:58:32,R_1y140j0L5Wf7i5i,,,,,41.9409,-87.6532,anonymous,EN,1,YES,50,Very important,18-24 years old,Female,,White or Caucasian,5f7e4d063ab9041293fc7d21,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,81,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f7e4d063ab9041293fc7d21
2024-04-04 16:52:12,2024-04-04 16:58:43,IP Address,67.167.88.95,100,390,True,2024-04-04 16:58:43,R_5c7tXtrYzvP0PGa,,,,,41.9755,-88.0878,anonymous,EN,1,YES,50,Moderately important,55-64 years old,Male,,White or Caucasian,5e120ac3ac9e168a3f6ded71,,Split donation equally among both the charities,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,70,70,70,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e120ac3ac9e168a3f6ded71
2024-04-04 16:55:04,2024-04-04 16:58:47,IP Address,72.187.24.252,100,223,True,2024-04-04 16:58:48,R_72FgiLGDAL7PvbW,,,,,28.0768,-82.446,anonymous,EN,1,YES,25,Moderately important,45-54 years old,Male,,White or Caucasian,6123d102b713b8a947fd2eb2,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,50,,54,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6123d102b713b8a947fd2eb2
2024-04-04 16:56:25,2024-04-04 16:58:48,IP Address,172.59.97.135,100,142,True,2024-04-04 16:58:48,R_2bVkqNkTIPaGi3A,,,,,43.067,-87.9682,anonymous,EN,1,YES,50,Extremely important,25-34 years old,Male,,White or Caucasian,628659ea075d4865abe74f6a,,Split donation equally among both the charities,,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,95,46,95,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",628659ea075d4865abe74f6a
2024-04-04 16:55:28,2024-04-04 16:58:54,IP Address,173.25.162.182,100,205,True,2024-04-04 16:58:54,R_7cgRJTZV8syw01z,,,,,44.9007,-93.5773,anonymous,EN,1,YES,5,Moderately important,25-34 years old,Male,,White or Caucasian,5a80f74aaa46dd00016b7df9,,,50,50,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,80,88,87,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5a80f74aaa46dd00016b7df9
2024-04-04 16:56:55,2024-04-04 16:59:04,IP Address,65.31.88.243,100,129,True,2024-04-04 16:59:05,R_1qDAbaP3UgxZoLj,,,,,42.5195,-88.1418,anonymous,EN,0.8999999761581421,YES,40,Very important,18-24 years old,Non-binary / third gender,,"White or Caucasian,Black or African American,Other",60bebaad355aa083fd9b8c60,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60bebaad355aa083fd9b8c60
2024-04-04 16:55:45,2024-04-04 16:59:07,IP Address,107.197.229.55,100,201,True,2024-04-04 16:59:08,R_7Sqv5BR0WoMU3qr,,,,,42.3574,-88.2209,anonymous,EN,1,YES,50,Very important,25-34 years old,Female,,White or Caucasian,65ef3b6a2c72718974e725c9,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,83,0,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65ef3b6a2c72718974e725c9
2024-04-04 16:53:45,2024-04-04 16:59:09,IP Address,75.202.95.144,100,323,True,2024-04-04 16:59:09,R_7j7rynIzWS5rcs7,,,,,45.4752,-122.5561,anonymous,EN,0.8999999761581421,YES,90,Very important,25-34 years old,Female,,Asian,660c790d77e7ad157749b298,,Split donation equally among both the charities,,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,90,69,64,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660c790d77e7ad157749b298
2024-04-04 16:54:56,2024-04-04 16:59:09,IP Address,71.68.138.215,100,252,True,2024-04-04 16:59:09,R_5i9Wffhd27oIcYq,,,,,33.9875,-81.0025,anonymous,EN,0.8999999761581421,YES,50,Very important,25-34 years old,Female,,White or Caucasian,55c7b92efdf99b5f0ead5d4d,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,55,,55,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55c7b92efdf99b5f0ead5d4d
2024-04-04 16:59:04,2024-04-04 16:59:10,IP Address,71.250.207.178,100,5,True,2024-04-04 16:59:11,R_2YDG3CkjYHQbwMj,,,,,40.5837,-74.4136,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604596c1d7f1e9f7bcf03e7
2024-04-04 16:57:32,2024-04-04 16:59:11,IP Address,66.168.110.71,100,99,True,2024-04-04 16:59:12,R_3S7b8uzUyHX0YNh,,,,,33.5325,-83.8547,anonymous,EN,0.8999999761581421,YES,20,Very important,18-24 years old,Male,,White or Caucasian,6314d97aa02af651ea1a9591,,,50,50,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,30,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6314d97aa02af651ea1a9591
2024-04-04 16:56:36,2024-04-04 16:59:18,IP Address,70.163.224.10,100,161,True,2024-04-04 16:59:18,R_7CdotHSj1Z2k4li,,,,,33.3121,-111.8213,anonymous,EN,1,YES,20,Very important,45-54 years old,Female,,White or Caucasian,641a29f716d67c84d246fbae,,Donate all to Against Malaria Foundation,,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,70,40,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",641a29f716d67c84d246fbae
2024-04-04 16:57:02,2024-04-04 16:59:24,IP Address,35.144.91.152,100,142,True,2024-04-04 16:59:25,R_6il277lScb7ZgGj,,,,,38.6101,-90.56,anonymous,EN,1,YES,0,Slightly important,35-44 years old,Male,,Asian,657f44240381878917c7370b,,,,,,,,,,,,,,,,,,,,,657f44240381878917c7370b
2024-04-04 16:54:01,2024-04-04 16:59:25,IP Address,96.8.168.66,100,323,True,2024-04-04 16:59:26,R_7vjIodD2Knpgiy7,,,,,29.8991,-98.676,anonymous,EN,0.8999999761581421,YES,50,Moderately important,45-54 years old,Female,,White or Caucasian,65218b754dddc1ca107dd9c2,,,100,0,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,85,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65218b754dddc1ca107dd9c2
2024-04-04 16:57:54,2024-04-04 16:59:32,IP Address,172.59.220.126,100,97,True,2024-04-04 16:59:32,R_6pGyDVQ28WjudD9,,,,,35.2296,-80.843,anonymous,EN,0.8999999761581421,YES,0,Extremely important,25-34 years old,Female,,Black or African American,6568f71e4bde2a6c9da07cc7,,,,,,,,,,,,,,,,,,,,,6568f71e4bde2a6c9da07cc7
2024-04-04 16:57:46,2024-04-04 16:59:32,IP Address,157.131.221.56,100,106,True,2024-04-04 16:59:33,R_1kHc3bRCi8wf5CN,,,,,37.7506,-122.4121,anonymous,EN,1,YES,20,Very important,35-44 years old,Male,,Asian,5dae16d241fbb6001160ce72,,Split donation equally among both the charities,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,51,59,59,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5dae16d241fbb6001160ce72
